ip,port,country,datacenter,route_class,status,speed_mbps,speed_mbytes_s,bytes_downloaded,elapsed_seconds
43.155.217.186,443,KR,ICN,other,ok,8.973,1.122,2097152,1.87
114.204.44.25,443,KR,KIX,other,ok,7.957,0.995,2097152,2.108
15.164.238.229,443,KR,ICN,other,ok,7.868,0.984,2097152,2.132
54.169.214.154,443,SG,SIN,other,ok,7.701,0.963,2097152,2.179
18.142.104.237,443,SG,SIN,other,ok,7.688,0.961,2097152,2.182
43.203.221.104,443,KR,ICN,other,ok,7.675,0.959,2097152,2.186
3.36.122.226,443,KR,ICN,other,ok,7.667,0.958,2097152,2.188
13.158.46.128,443,JP,NRT,other,ok,7.572,0.946,2097152,2.216
13.209.30.10,443,KR,ICN,other,ok,7.37,0.921,2097152,2.276
8.210.214.167,443,HK,HKG,other,ok,7.277,0.91,2097152,2.305
54.179.100.240,443,SG,SIN,other,ok,7.184,0.898,2097152,2.335
13.212.49.0,443,SG,SIN,other,ok,7.091,0.886,2097152,2.366
45.78.49.24,443,JP,KIX,other,ok,7.083,0.885,2097152,2.369
54.254.197.4,443,SG,SIN,other,ok,6.847,0.856,2097152,2.45
47.80.61.55,443,KR,ICN,other,ok,6.761,0.845,2097152,2.481
3.113.22.71,443,JP,NRT,other,ok,6.719,0.84,2097152,2.497
154.203.0.234,443,HK,SIN,other,ok,6.625,0.828,2097152,2.533
54.251.197.173,443,SG,SIN,other,ok,6.579,0.822,2097152,2.55
43.135.6.72,443,HK,HKG,other,ok,6.555,0.819,2097152,2.559
35.77.6.81,443,JP,NRT,other,ok,6.541,0.818,2097152,2.565
91.110.209.123,443,HK,HKG,other,ok,6.483,0.81,2097152,2.588
43.155.109.139,443,HK,HKG,other,ok,6.447,0.806,2097152,2.602
168.107.62.215,443,KR,ICN,other,ok,6.441,0.805,2097152,2.605
3.36.109.49,443,KR,ICN,other,ok,6.425,0.803,2097152,2.611
219.79.80.205,443,HK,HKG,other,ok,6.4,0.8,2097152,2.621
152.69.229.110,443,KR,ICN,other,ok,6.358,0.795,2097152,2.639
18.141.10.237,443,SG,SIN,other,ok,6.339,0.792,2097152,2.647
18.183.210.40,443,JP,NRT,other,ok,6.303,0.788,2097152,2.662
217.116.174.94,443,SG,SIN,other,ok,6.29,0.786,2097152,2.667
34.84.135.67,443,JP,NRT,other,ok,6.28,0.785,2097152,2.671
13.230.228.69,443,JP,NRT,other,ok,6.246,0.781,2097152,2.686
45.155.220.63,443,JP,KIX,other,ok,6.237,0.78,2097152,2.69
43.206.103.6,443,JP,NRT,other,ok,6.231,0.779,2097152,2.693
34.177.92.118,443,SG,SIN,other,ok,6.176,0.772,2097152,2.716
18.181.232.143,443,JP,NRT,other,ok,6.113,0.764,2097152,2.744
54.65.224.78,443,JP,NRT,other,ok,6.095,0.762,2097152,2.753
13.112.39.243,443,JP,NRT,other,ok,6.093,0.762,2097152,2.754
91.110.209.94,443,HK,HKG,other,ok,6.044,0.755,2097152,2.776
18.143.200.171,443,SG,SIN,other,ok,6.027,0.753,2097152,2.783
54.65.235.225,443,JP,NRT,other,ok,5.985,0.748,2097152,2.803
82.22.26.212,443,JP,NRT,other,ok,5.937,0.742,2097152,2.826
168.110.101.249,443,KR,ICN,other,ok,5.931,0.741,2097152,2.829
91.110.209.89,443,HK,HKG,other,ok,5.921,0.74,2097152,2.834
35.72.179.15,443,JP,NRT,other,ok,5.862,0.733,2097152,2.862
13.115.144.72,443,JP,NRT,other,ok,5.785,0.723,2097152,2.9
168.107.0.210,443,KR,ICN,other,ok,5.749,0.719,2097152,2.918
13.158.71.221,443,JP,NRT,other,ok,5.703,0.713,2097152,2.942
13.231.138.175,443,JP,NRT,other,ok,5.693,0.712,2097152,2.947
13.125.114.105,443,KR,ICN,other,ok,5.667,0.708,2097152,2.961
156.239.13.225,443,HK,HKG,other,ok,5.614,0.702,2097152,2.988
54.238.170.47,443,JP,NRT,other,ok,5.592,0.699,2097152,3.0
54.255.217.181,443,SG,SIN,other,ok,5.581,0.698,2097152,3.006
216.23.84.34,443,JP,NRT,other,ok,5.561,0.695,2097152,3.017
18.179.94.95,443,JP,NRT,other,ok,5.552,0.694,2097152,3.022
13.114.231.32,443,JP,NRT,other,ok,5.515,0.689,2097152,3.042
43.206.146.250,443,JP,NRT,other,ok,5.5,0.687,2097152,3.05
18.183.42.103,443,JP,NRT,other,ok,5.495,0.687,2097152,3.053
43.207.55.7,443,JP,NRT,other,ok,5.487,0.686,2097152,3.058
152.67.208.47,443,KR,ICN,other,ok,5.482,0.685,2097152,3.06
102.134.50.91,443,JP,NRT,other,ok,5.453,0.682,2097152,3.077
43.100.53.46,443,HK,HKG,other,ok,5.447,0.681,2097152,3.08
47.84.109.138,443,SG,SIN,other,ok,5.434,0.679,2097152,3.087
3.112.188.74,443,JP,NRT,other,ok,5.408,0.676,2097152,3.102
13.229.239.219,443,SG,SIN,other,ok,5.397,0.675,2097152,3.109
52.79.229.156,443,KR,ICN,other,ok,5.385,0.673,2097152,3.116
13.192.163.245,443,JP,NRT,other,ok,5.352,0.669,2097152,3.134
91.110.209.90,443,HK,HKG,other,ok,5.317,0.665,2097152,3.155
118.153.226.153,443,JP,NRT,other,ok,5.295,0.662,2097152,3.169
45.154.14.208,443,KR,ICN,other,ok,5.289,0.661,2097152,3.172
103.26.8.38,443,SG,SIN,other,ok,5.235,0.654,2097152,3.205
13.114.86.140,443,JP,NRT,other,ok,5.221,0.653,2097152,3.214
91.110.209.120,443,HK,HKG,other,ok,5.21,0.651,2097152,3.22
91.110.209.52,443,HK,HKG,other,ok,5.171,0.646,2097152,3.244
154.203.0.235,443,HK,SIN,other,ok,5.138,0.642,2097152,3.265
57.183.34.4,443,JP,NRT,other,ok,5.122,0.64,2097152,3.276
152.67.203.125,443,KR,ICN,other,ok,5.115,0.639,2097152,3.28
47.86.176.143,443,HK,HKG,other,ok,5.1,0.637,2097152,3.29
191.223.220.144,443,JP,NRT,other,ok,5.099,0.637,2097152,3.29
45.142.127.22,443,JP,NRT,other,ok,5.086,0.636,2097152,3.298
13.230.246.69,443,JP,NRT,other,ok,5.063,0.633,2097152,3.313
57.182.179.130,443,JP,NRT,other,ok,5.045,0.631,2097152,3.326
43.207.126.231,443,JP,NRT,other,ok,5.026,0.628,2097152,3.338
35.194.182.77,443,TW,TPE,other,ok,5.022,0.628,2097152,3.341
178.157.57.43,443,JP,KIX,other,ok,5.012,0.626,2097152,3.348
43.161.238.235,443,HK,HKG,other,ok,4.98,0.623,2097152,3.369
20.89.41.87,443,JP,NRT,other,ok,4.974,0.622,2097152,3.373
35.77.212.171,443,JP,NRT,other,ok,4.942,0.618,2097152,3.395
119.28.232.222,443,KR,ICN,other,ok,4.934,0.617,2097152,3.4
54.254.173.98,443,SG,SIN,other,ok,4.901,0.613,2097152,3.423
3.34.196.196,443,KR,ICN,other,ok,4.883,0.61,2097152,3.436
61.77.229.182,443,KR,LAX,other,ok,4.883,0.61,2097152,3.436
146.56.119.205,443,KR,ICN,other,ok,4.882,0.61,2097152,3.437
13.229.141.233,443,SG,SIN,other,ok,4.876,0.609,2097152,3.441
8.210.19.98,443,HK,HKG,other,ok,4.874,0.609,2097152,3.442
158.180.77.154,443,KR,ICN,other,ok,4.844,0.605,2097152,3.464
216.23.122.8,443,JP,NRT,other,ok,4.83,0.604,2097152,3.473
3.112.67.101,443,JP,NRT,other,ok,4.826,0.603,2097152,3.477
202.85.53.11,443,HK,SIN,other,ok,4.824,0.603,2097152,3.478
52.197.247.0,443,JP,NRT,other,ok,4.824,0.603,2097152,3.478
47.238.95.27,443,JP,NRT,other,ok,4.822,0.603,2097152,3.479
45.192.201.140,443,JP,NRT,other,ok,4.815,0.602,2097152,3.484
154.203.0.193,443,HK,SIN,other,ok,4.802,0.6,2097152,3.494
13.115.56.149,443,JP,NRT,other,ok,4.794,0.599,2097152,3.5
8.219.173.17,443,SG,SIN,other,ok,4.79,0.599,2097152,3.502
114.204.39.195,443,KR,NRT,other,ok,4.787,0.598,2097152,3.504
54.255.53.198,443,SG,SIN,other,ok,4.775,0.597,2097152,3.513
91.110.209.111,443,HK,HKG,other,ok,4.774,0.597,2097152,3.514
57.183.38.65,443,JP,NRT,other,ok,4.773,0.597,2097152,3.515
54.64.18.196,443,JP,NRT,other,ok,4.707,0.588,2097152,3.564
52.194.242.121,443,JP,NRT,other,ok,4.706,0.588,2097152,3.565
13.192.209.40,443,JP,NRT,other,ok,4.689,0.586,2097152,3.578
3.112.205.83,443,JP,NRT,other,ok,4.685,0.586,2097152,3.581
13.230.41.144,443,JP,NRT,other,ok,4.67,0.584,2097152,3.592
211.49.57.134,443,KR,ICN,other,ok,4.67,0.584,2097152,3.592
23.147.232.7,443,JP,NRT,other,ok,4.66,0.582,2097152,3.601
35.78.243.103,443,JP,NRT,other,ok,4.616,0.577,2097152,3.635
34.80.145.45,443,TW,TPE,other,ok,4.609,0.576,2097152,3.64
209.33.173.221,443,JP,NRT,other,ok,4.598,0.575,2097152,3.648
168.93.214.9,443,JP,KIX,other,ok,4.562,0.57,2097152,3.678
47.83.201.143,443,HK,HKG,other,ok,4.534,0.567,2097152,3.7
124.244.55.157,443,HK,HKG,other,ok,4.516,0.565,2097152,3.715
54.251.91.171,443,SG,SIN,other,ok,4.512,0.564,2097152,3.719
156.154.245.82,443,SG,SIN,other,ok,4.507,0.563,2097152,3.723
54.64.10.231,443,JP,NRT,other,ok,4.485,0.561,2097152,3.741
140.245.70.145,443,KR,ICN,other,ok,4.484,0.561,2097152,3.742
149.28.154.5,443,SG,SIN,other,ok,4.433,0.554,2097152,3.785
216.23.100.82,443,JP,NRT,other,ok,4.424,0.553,2097152,3.792
217.116.172.39,443,SG,SIN,other,ok,4.416,0.552,2097152,3.8
54.238.23.43,443,JP,NRT,other,ok,4.396,0.55,2097152,3.816
156.231.113.69,443,JP,NRT,other,ok,4.387,0.548,2097152,3.824
167.148.203.227,443,HK,HKG,other,ok,4.383,0.548,2097152,3.828
178.157.61.51,443,JP,KIX,other,ok,4.377,0.547,2097152,3.833
18.140.233.130,443,SG,SIN,other,ok,4.358,0.545,2097152,3.85
54.64.65.30,443,JP,NRT,other,ok,4.348,0.543,2097152,3.859
216.23.120.61,443,JP,NRT,other,ok,4.327,0.541,2097152,3.878
103.214.169.23,443,JP,NRT,other,ok,4.313,0.539,2097152,3.89
13.192.253.6,443,JP,NRT,other,ok,4.31,0.539,2097152,3.893
154.203.0.194,443,HK,SIN,other,ok,4.309,0.539,2097152,3.894
3.38.205.231,443,KR,ICN,other,ok,4.306,0.538,2097152,3.896
43.106.13.79,443,SG,SIN,other,ok,4.302,0.538,2097152,3.9
191.222.223.76,443,JP,NRT,other,ok,4.299,0.537,2097152,3.902
8.218.116.46,443,HK,TPE,other,ok,4.282,0.535,2097152,3.918
64.118.145.191,443,JP,NRT,other,ok,4.261,0.533,2097152,3.937
57.158.74.32,443,HK,HKG,other,ok,4.231,0.529,2097152,3.965
31.223.184.33,443,JP,NRT,other,ok,4.197,0.525,2097152,3.998
52.68.35.165,443,JP,NRT,other,ok,4.186,0.523,2097152,4.008
45.192.200.186,443,JP,NRT,other,ok,4.147,0.518,2097152,4.046
154.203.0.233,443,HK,SIN,other,ok,4.107,0.513,2097152,4.085
38.47.105.249,443,JP,NRT,other,ok,4.103,0.513,2097152,4.089
103.85.25.16,443,JP,NRT,other,ok,4.098,0.512,2097152,4.094
104.238.148.149,443,JP,NRT,other,ok,4.089,0.511,2097152,4.103
52.198.86.254,443,JP,NRT,other,ok,4.079,0.51,2097152,4.113
217.116.173.167,443,SG,SIN,other,ok,4.069,0.509,2097152,4.123
18.142.55.16,443,SG,SIN,other,ok,4.056,0.507,2097152,4.136
5.34.222.224,443,JP,NRT,other,ok,4.054,0.507,2097152,4.139
13.229.102.3,443,SG,SIN,other,ok,4.049,0.506,2097152,4.144
13.124.169.29,443,KR,ICN,other,ok,4.047,0.506,2097152,4.146
163.128.99.8,443,SG,SIN,other,ok,4.032,0.504,2097152,4.161
4.193.208.31,443,SG,SIN,other,ok,4.015,0.502,2097152,4.179
133.167.86.173,443,JP,KIX,other,ok,4.009,0.501,2097152,4.184
45.78.58.239,443,JP,KIX,other,ok,4.006,0.501,2097152,4.188
35.79.24.34,443,JP,NRT,other,ok,4.001,0.5,2097152,4.193
43.107.52.137,443,SG,SIN,other,ok,3.995,0.499,2097152,4.199
168.107.14.233,443,KR,ICN,other,ok,3.984,0.498,2097152,4.211
217.116.170.182,443,SG,SIN,other,ok,3.984,0.498,2097152,4.212
18.179.222.74,443,JP,NRT,other,ok,3.981,0.498,2097152,4.214
103.135.34.149,443,HK,HKG,other,ok,3.972,0.496,2097152,4.224
45.192.200.133,443,JP,NRT,other,ok,3.97,0.496,2097152,4.227
34.21.232.245,443,SG,SIN,other,ok,3.97,0.496,2097152,4.226
45.32.22.205,443,JP,NRT,other,ok,3.958,0.495,2097152,4.238
207.148.107.59,443,JP,NRT,other,ok,3.949,0.494,2097152,4.249
136.0.54.44,443,TW,HKG,other,ok,3.948,0.493,2097152,4.25
47.129.8.24,443,SG,SIN,other,ok,3.944,0.493,2097152,4.254
180.149.230.33,443,JP,NRT,other,ok,3.93,0.491,2097152,4.269
45.32.121.27,443,SG,SIN,other,ok,3.911,0.489,2097152,4.29
179.253.252.105,443,JP,NRT,other,ok,3.905,0.488,2097152,4.297
43.207.132.64,443,JP,NRT,other,ok,3.903,0.488,2097152,4.299
13.212.29.177,443,SG,SIN,other,ok,3.903,0.488,2097152,4.298
47.79.35.185,443,JP,NRT,other,ok,3.902,0.488,2097152,4.3
103.97.200.42,443,HK,HKG,other,ok,3.897,0.487,2097152,4.305
13.229.230.236,443,SG,SIN,other,ok,3.892,0.487,2097152,4.311
119.236.91.230,443,HK,HKG,other,ok,3.875,0.484,2097152,4.33
103.232.213.160,443,JP,NRT,other,ok,3.875,0.484,2097152,4.33
18.183.165.244,443,JP,NRT,other,ok,3.866,0.483,2097152,4.34
18.183.174.64,443,JP,NRT,other,ok,3.865,0.483,2097152,4.341
13.214.172.232,443,SG,SIN,other,ok,3.865,0.483,2097152,4.34
45.76.158.46,443,SG,SIN,other,ok,3.864,0.483,2097152,4.342
161.33.29.51,443,JP,KIX,other,ok,3.862,0.483,2097152,4.344
66.42.51.88,443,SG,SIN,other,ok,3.854,0.482,2097152,4.354
13.231.46.139,443,JP,NRT,other,ok,3.837,0.48,2097152,4.373
54.179.38.190,443,SG,SIN,other,ok,3.83,0.479,2097152,4.38
156.231.112.255,443,JP,NRT,other,ok,3.824,0.478,2097152,4.387
207.148.108.85,443,JP,NRT,other,ok,3.819,0.477,2097152,4.393
104.238.151.14,443,JP,NRT,other,ok,3.812,0.476,2097152,4.402
167.148.203.107,443,HK,HKG,other,ok,3.808,0.476,2097152,4.406
140.235.11.73,443,SG,SIN,other,ok,3.801,0.475,2097152,4.414
52.68.122.106,443,JP,NRT,other,ok,3.795,0.474,2097152,4.421
8.211.132.111,443,JP,NRT,other,ok,3.786,0.473,2097152,4.431
177.0.142.21,443,JP,NRT,other,ok,3.778,0.472,2097152,4.44
131.143.215.239,443,JP,NRT,other,ok,3.776,0.472,2097152,4.444
54.64.243.213,443,JP,NRT,other,ok,3.776,0.472,2097152,4.443
178.157.62.192,443,JP,KIX,other,ok,3.756,0.47,2097152,4.466
167.179.69.69,443,JP,NRT,other,ok,3.75,0.469,2097152,4.474
43.164.191.51,443,KR,ICN,other,ok,3.733,0.467,2097152,4.495
64.120.94.97,443,SG,SIN,other,ok,3.71,0.464,2097152,4.523
103.141.183.85,443,JP,NRT,other,ok,3.683,0.46,2097152,4.555
43.160.220.86,443,SG,SIN,other,ok,3.683,0.46,2097152,4.555
141.98.196.40,443,JP,NRT,other,ok,3.681,0.46,2097152,4.557
216.23.101.11,443,JP,NRT,other,ok,3.68,0.46,2097152,4.559
54.250.185.86,443,JP,NRT,other,ok,3.672,0.459,2097152,4.569
3.34.198.153,443,KR,ICN,other,ok,3.67,0.459,2097152,4.571
103.47.186.8,443,JP,NRT,other,ok,3.662,0.458,2097152,4.581
45.78.50.40,443,JP,KIX,other,ok,3.656,0.457,2097152,4.589
172.237.11.146,443,JP,NRT,other,ok,3.639,0.455,2097152,4.61
13.231.49.56,443,JP,NRT,other,ok,3.637,0.455,2097152,4.612
45.192.203.217,443,JP,NRT,other,ok,3.63,0.454,2097152,4.621
103.74.192.228,443,HK,HKG,other,ok,3.621,0.453,2097152,4.634
149.129.50.93,443,SG,SIN,other,ok,3.606,0.451,2097152,4.653
140.235.37.69,443,JP,NRT,other,ok,3.572,0.447,2097152,4.696
13.230.43.240,443,JP,NRT,other,ok,3.566,0.446,2097152,4.705
104.238.149.30,443,JP,NRT,other,ok,3.564,0.445,2097152,4.708
139.180.137.157,443,SG,SIN,other,ok,3.564,0.445,2097152,4.708
45.77.173.72,443,SG,SIN,other,ok,3.558,0.445,2097152,4.715
203.69.11.81,443,TW,KHH,other,ok,3.554,0.444,2097152,4.721
20.200.210.97,443,KR,ICN,other,ok,3.55,0.444,2097152,4.726
54.150.225.13,443,JP,NRT,other,ok,3.546,0.443,2097152,4.731
96.126.191.14,443,JP,KIX,other,ok,3.541,0.443,2097152,4.738
35.77.116.141,443,JP,NRT,other,ok,3.54,0.443,2097152,4.739
167.179.99.0,443,JP,NRT,other,ok,3.527,0.441,2097152,4.757
13.113.214.114,443,JP,NRT,other,ok,3.519,0.44,2097152,4.767
45.192.200.222,443,JP,NRT,other,ok,3.505,0.438,2097152,4.786
147.79.20.144,443,JP,NRT,other,ok,3.487,0.436,2097152,4.811
107.175.227.166,443,TW,NRT,other,ok,3.487,0.436,2097152,4.811
45.14.106.177,443,JP,KIX,other,ok,3.481,0.435,2097152,4.82
13.212.51.42,443,SG,SIN,other,ok,3.477,0.435,2097152,4.825
18.140.50.92,443,SG,SIN,other,ok,3.471,0.434,2097152,4.834
217.60.38.15,443,HK,HKG,other,ok,3.464,0.433,2097152,4.843
54.179.186.73,443,SG,SIN,other,ok,3.447,0.431,2097152,4.868
131.186.16.166,443,KR,ICN,other,ok,3.446,0.431,2097152,4.869
43.206.223.51,443,JP,NRT,other,ok,3.436,0.43,2097152,4.883
177.0.143.27,443,JP,NRT,other,ok,3.434,0.429,2097152,4.885
54.179.168.108,443,SG,SIN,other,ok,3.431,0.429,2097152,4.89
207.148.71.119,443,SG,SIN,other,ok,3.428,0.428,2097152,4.894
91.110.209.67,443,HK,HKG,other,ok,3.426,0.428,2097152,4.897
8.222.229.117,443,SG,SIN,other,ok,3.424,0.428,2097152,4.9
104.238.149.235,443,JP,NRT,other,ok,3.405,0.426,2097152,4.927
141.98.197.154,443,JP,NRT,other,ok,3.397,0.425,2097152,4.939
54.254.252.133,443,SG,SIN,other,ok,3.392,0.424,2097152,4.946
185.200.65.32,443,JP,NRT,other,ok,3.385,0.423,2097152,4.956
212.50.245.240,443,JP,KIX,other,ok,3.371,0.421,2097152,4.976
18.142.243.22,443,SG,SIN,other,ok,3.363,0.42,2097152,4.989
91.110.209.68,443,HK,HKG,other,ok,3.361,0.42,2097152,4.991
103.13.19.40,443,JP,NRT,other,ok,3.355,0.419,2097152,5.001
45.76.216.46,443,JP,NRT,other,ok,3.351,0.419,2097152,5.006
47.129.124.49,443,SG,SIN,other,ok,3.351,0.419,2097152,5.007
13.230.8.233,443,JP,NRT,other,ok,3.333,0.417,2097152,5.034
45.192.201.197,443,JP,NRT,other,ok,3.331,0.416,2097152,5.036
13.250.231.67,443,SG,SIN,other,ok,3.329,0.416,2097152,5.039
52.221.208.144,443,SG,SIN,other,ok,3.327,0.416,2097152,5.043
45.77.21.148,443,JP,NRT,other,ok,3.323,0.415,2097152,5.049
132.145.81.4,443,KR,ICN,other,ok,3.321,0.415,2097152,5.052
191.223.208.210,443,HK,HKG,other,ok,3.318,0.415,2097152,5.056
45.76.206.46,443,JP,NRT,other,ok,3.317,0.415,2097152,5.058
35.74.79.196,443,JP,NRT,other,ok,3.316,0.415,2097152,5.059
139.180.188.15,443,SG,SIN,other,ok,3.311,0.414,2097152,5.067
152.67.211.110,443,KR,ICN,other,ok,3.297,0.412,2097152,5.088
31.76.91.97,443,JP,NRT,other,ok,3.292,0.412,2097152,5.096
43.128.135.99,443,KR,ICN,other,ok,3.284,0.411,2097152,5.108
82.40.42.204,443,JP,NRT,other,ok,3.28,0.41,2097152,5.115
13.214.146.181,443,SG,SIN,other,ok,3.274,0.409,2097152,5.125
139.180.193.51,443,JP,NRT,other,ok,3.268,0.408,2097152,5.134
95.111.195.240,443,SG,SIN,other,ok,3.255,0.407,2097152,5.155
146.56.106.214,443,KR,ICN,other,ok,3.245,0.406,2097152,5.17
43.203.164.152,443,KR,ICN,other,ok,3.245,0.406,2097152,5.17
152.42.187.83,443,SG,SIN,other,ok,3.23,0.404,2097152,5.194
154.12.188.198,443,HK,HKG,other,ok,3.225,0.403,2097152,5.202
13.212.186.55,443,SG,SIN,other,ok,3.224,0.403,2097152,5.204
3.0.21.78,443,SG,SIN,other,ok,3.216,0.402,2097152,5.217
1.64.183.202,443,HK,HKG,other,ok,3.215,0.402,2097152,5.218
115.1.222.80,443,KR,ICN,other,ok,3.208,0.401,2097152,5.229
202.85.76.75,443,HK,SIN,other,ok,3.203,0.4,2097152,5.239
31.57.172.215,443,JP,NRT,other,ok,3.195,0.399,2097152,5.252
45.192.196.16,443,JP,NRT,other,ok,3.187,0.398,2097152,5.264
15.235.171.136,443,SG,SIN,other,ok,3.185,0.398,2097152,5.267
54.199.171.98,443,JP,NRT,other,ok,3.175,0.397,2097152,5.284
64.176.35.110,443,JP,KIX,other,ok,3.171,0.396,2097152,5.291
18.143.185.201,443,SG,SIN,other,ok,3.163,0.395,2097152,5.304
158.247.196.135,443,KR,ICN,other,ok,3.159,0.395,2097152,5.311
177.0.142.223,443,JP,NRT,other,ok,3.157,0.395,2097152,5.313
43.103.4.68,443,HK,HKG,other,ok,3.14,0.393,2097152,5.343
13.229.140.228,443,SG,SIN,other,ok,3.14,0.392,2097152,5.344
154.83.91.181,443,JP,NRT,other,ok,3.13,0.391,2097152,5.36
217.116.173.118,443,SG,SIN,other,ok,3.128,0.391,2097152,5.363
45.192.184.104,443,HK,HKG,other,ok,3.123,0.39,2097152,5.372
57.182.248.2,443,JP,NRT,other,ok,3.121,0.39,2097152,5.376
13.115.175.31,443,JP,NRT,other,ok,3.12,0.39,2097152,5.378
54.65.16.21,443,JP,NRT,other,ok,3.12,0.39,2097152,5.377
5.223.59.9,443,SG,SIN,other,ok,3.118,0.39,2097152,5.381
161.33.194.170,443,JP,NRT,other,ok,3.108,0.389,2097152,5.398
18.179.37.171,443,JP,NRT,other,ok,3.106,0.388,2097152,5.401
35.72.184.23,443,JP,NRT,other,ok,3.102,0.388,2097152,5.409
166.88.2.76,443,JP,KIX,other,ok,3.1,0.388,2097152,5.411
13.209.99.217,443,KR,ICN,other,ok,3.099,0.387,2097152,5.414
35.78.227.29,443,JP,NRT,other,ok,3.095,0.387,2097152,5.42
91.110.209.59,443,HK,HKG,other,ok,3.081,0.385,2097152,5.445
138.2.52.152,443,JP,KIX,other,ok,3.075,0.384,2097152,5.457
18.141.221.34,443,SG,SIN,other,ok,3.075,0.384,2097152,5.456
216.236.58.107,443,HK,HKG,other,ok,3.06,0.382,2097152,5.483
8.222.185.236,443,JP,NRT,other,ok,3.058,0.382,2097152,5.487
43.155.205.141,443,KR,ICN,other,ok,3.053,0.382,2097152,5.496
134.209.103.4,443,SG,SIN,other,ok,3.053,0.382,2097152,5.495
167.71.203.125,443,SG,SIN,other,ok,3.05,0.381,2097152,5.501
62.3.54.100,443,JP,NRT,other,ok,3.035,0.379,2097152,5.529
202.182.125.218,443,JP,NRT,other,ok,3.034,0.379,2097152,5.53
66.42.41.35,443,JP,NRT,other,ok,3.026,0.378,2097152,5.545
18.183.159.8,443,JP,NRT,other,ok,3.015,0.377,2097152,5.564
209.33.172.86,443,JP,NRT,other,ok,3.006,0.376,2097152,5.581
167.88.185.253,443,JP,KIX,other,ok,3.004,0.375,2097152,5.585
141.164.37.50,443,KR,ICN,other,ok,3.004,0.375,2097152,5.585
157.245.50.235,443,SG,SIN,other,ok,2.997,0.375,2097152,5.598
160.251.204.134,443,JP,FUK,other,ok,2.984,0.373,2097152,5.623
149.28.132.100,443,SG,SIN,other,ok,2.98,0.372,2097152,5.63
208.75.132.147,443,TW,TPE,other,ok,2.979,0.372,2097152,5.632
149.28.128.102,443,SG,SIN,other,ok,2.974,0.372,2097152,5.642
217.116.170.32,443,SG,SIN,other,ok,2.967,0.371,2097152,5.655
13.251.102.15,443,SG,SIN,other,ok,2.966,0.371,2097152,5.657
154.83.93.221,443,JP,NRT,other,ok,2.964,0.371,2097152,5.66
213.163.197.208,443,SG,SIN,other,ok,2.963,0.37,2097152,5.663
45.78.55.86,443,JP,KIX,other,ok,2.959,0.37,2097152,5.671
13.214.174.149,443,SG,SIN,other,ok,2.959,0.37,2097152,5.67
31.57.172.245,443,JP,NRT,other,ok,2.956,0.369,2097152,5.676
140.245.103.72,443,SG,SIN,other,ok,2.951,0.369,2097152,5.685
43.201.33.61,443,KR,ICN,other,ok,2.949,0.369,2097152,5.69
47.79.242.26,443,SG,SIN,other,ok,2.943,0.368,2097152,5.7
150.230.210.96,443,JP,NRT,other,ok,2.94,0.368,2097152,5.706
194.68.27.228,443,JP,NRT,other,ok,2.94,0.368,2097152,5.706
54.249.41.143,443,JP,NRT,other,ok,2.936,0.367,2097152,5.715
54.151.242.250,443,SG,SIN,other,ok,2.93,0.366,2097152,5.725
13.212.172.187,443,SG,SIN,other,ok,2.929,0.366,2097152,5.727
103.72.62.113,443,SG,SIN,other,ok,2.926,0.366,2097152,5.733
13.215.250.59,443,SG,SIN,other,ok,2.907,0.363,2097152,5.772
31.76.91.103,443,JP,NRT,other,ok,2.903,0.363,2097152,5.778
134.185.127.173,443,KR,ICN,other,ok,2.903,0.363,2097152,5.778
43.201.41.9,443,KR,ICN,other,ok,2.883,0.36,2097152,5.819
13.158.39.80,443,JP,NRT,other,ok,2.877,0.36,2097152,5.831
35.77.103.245,443,JP,NRT,other,ok,2.877,0.36,2097152,5.832
165.22.106.244,443,SG,SIN,other,ok,2.872,0.359,2097152,5.842
160.16.57.18,443,JP,NRT,other,ok,2.852,0.357,2097152,5.883
18.183.15.252,443,JP,NRT,other,ok,2.846,0.356,2097152,5.894
18.183.93.241,443,JP,NRT,other,ok,2.84,0.355,2097152,5.908
191.223.221.55,443,JP,NRT,other,ok,2.836,0.354,2097152,5.916
172.93.186.166,443,SG,SIN,other,ok,2.836,0.355,2097152,5.916
141.164.42.2,443,KR,ICN,other,ok,2.835,0.354,2097152,5.918
13.212.225.202,443,SG,SIN,other,ok,2.835,0.354,2097152,5.919
191.223.221.68,443,JP,NRT,other,ok,2.834,0.354,2097152,5.92
212.50.245.142,443,JP,KIX,other,ok,2.833,0.354,2097152,5.922
217.142.244.178,443,JP,KIX,other,ok,2.83,0.354,2097152,5.928
96.9.228.216,443,HK,HKG,other,ok,2.825,0.353,2097152,5.94
140.235.37.57,443,JP,NRT,other,ok,2.824,0.353,2097152,5.94
35.73.225.211,443,JP,NRT,other,ok,2.815,0.352,2097152,5.959
134.185.83.89,443,SG,SIN,other,ok,2.808,0.351,2097152,5.976
45.32.34.220,443,JP,NRT,other,ok,2.799,0.35,2097152,5.995
198.13.47.253,443,JP,NRT,other,ok,2.798,0.35,2097152,5.996
35.77.221.122,443,JP,NRT,other,ok,2.796,0.349,2097152,6.001
47.129.126.220,443,SG,SIN,other,ok,2.793,0.349,2097152,6.006
13.212.30.77,443,SG,SIN,other,ok,2.791,0.349,2097152,6.012
131.186.26.94,443,KR,ICN,other,ok,2.781,0.348,2097152,6.034
